City,total_confirmed_cases,Population,Census_year,cases_per_million,date,lat,lon,temp_mean,humidity_mean,temp_min,temp_max,1_7_day_avg_temp,8_14_day_avg_temp,1_7_day_avg_humidity,8_14_day_avg_humidity,percent_change_in_temp,percent_change_in_humidity
,,,,,2020-03-19,40.712775,-74.005973,7.36,82.41,4.0,11.67,8.33,8.93,55.64,51.57,6.72,-7.89
,,,,,2020-03-20,40.712775,-74.005973,12.33,83.17,7.0,26.0,8.3,8.9,58.6,53.49,6.74,-9.55
,,,,,2020-03-21,40.712775,-74.005973,11.95,44.62,5.0,24.0,8.37,9.85,58.84,54.1,15.03,-8.76
,,,,,2020-03-22,40.712775,-74.005973,4.13,36.67,0.0,9.0,8.62,10.67,60.43,50.38,19.21,-19.95
,,,,,2020-03-23,40.712775,-74.005973,3.63,80.72,1.0,6.78,8.0,10.96,60.03,50.72,27.01,-18.36
,,,,,2020-03-24,40.712775,-74.005973,6.22,70.75,1.11,14.0,7.88,9.84,65.42,51.67,19.92,-26.61
,,,,,2020-03-25,40.712775,-74.005973,6.35,71.75,3.89,11.11,7.74,8.75,64.38,55.93,11.54,-15.11
,,,,,2020-03-26,40.712775,-74.005973,7.18,61.58,1.11,16.11,7.42,8.33,67.16,55.64,10.92,-20.7
,,,,,2020-03-27,40.712775,-74.005973,12.93,58.38,7.0,21.0,7.4,8.3,64.18,58.6,10.84,-9.52
,,,,,2020-03-28,40.712775,-74.005973,9.76,59.32,6.67,18.0,7.48,8.37,60.64,58.84,10.63,-3.06
,,,,,2020-03-29,40.712775,-74.005973,7.92,92.83,6.67,10.56,7.17,8.62,62.74,60.43,16.82,-3.82
,,,,,2020-03-30,40.712775,-74.005973,7.89,86.29,5.56,11.67,7.71,8.0,70.76,60.03,3.63,-17.87
,,,,,2020-03-31,40.712775,-74.005973,6.67,81.88,4.0,9.44,8.32,7.88,71.56,65.42,-5.58,-9.39
,,,,,2020-04-01,40.712775,-74.005973,7.19,60.25,2.78,13.33,8.39,7.74,73.15,64.38,-8.4,-13.62
,,,,,2020-04-02,40.712775,-74.005973,8.88,45.58,2.78,15.0,8.51,7.42,71.5,67.16,-14.69,-6.46
,,,,,2020-04-03,40.712775,-74.005973,9.86,60.88,6.67,12.22,8.75,7.4,69.22,64.18,-18.24,-7.85
,,,,,2020-04-04,40.712775,-74.005973,10.71,72.04,7.22,16.67,8.31,7.48,69.58,60.64,-11.1,-14.74
,,,,,2020-04-05,40.712775,-74.005973,10.81,76.21,6.67,18.89,8.45,7.17,71.39,62.74,-17.85,-13.79
,,,,,2020-04-06,40.712775,-74.005973,12.84,61.5,8.0,20.0,8.86,7.71,69.02,70.76,-14.92,2.46
,,,,,2020-04-07,40.712775,-74.005973,13.93,35.54,8.89,20.0,9.57,8.32,65.48,71.56,-15.02,8.5
,,,,,2020-04-08,40.712775,-74.005973,14.0,67.75,9.99,20.0,10.6,8.39,58.86,73.15,-26.34,19.54
,,,,,2020-04-09,40.712775,-74.005973,10.93,76.96,7.22,17.22,11.58,8.51,59.93,71.5,-36.08,16.18
,,,,,2020-04-10,40.712775,-74.005973,6.9,53.54,2.22,10.71,11.87,8.75,64.41,69.22,-35.66,6.95
,,,,,2020-04-11,40.712775,-74.005973,7.62,39.04,2.22,13.33,11.45,8.31,63.36,69.58,-37.79,8.94
,,,,,2020-04-12,40.712775,-74.005973,10.67,48.96,3.0,18.33,11.0,8.45,58.65,71.39,-30.18,17.85
,,,,,2020-04-13,40.712775,-74.005973,14.32,88.31,10.56,21.0,10.98,8.86,54.76,69.02,-23.93,20.66
,,,,,2020-04-14,40.712775,-74.005973,12.49,49.67,7.0,20.0,11.2,9.57,58.59,65.48,-17.03,10.52
,,,,,2020-04-15,40.712775,-74.005973,8.79,44.67,5.0,12.22,10.99,10.6,60.6,58.86,-3.68,-2.96
,,,,,2020-04-16,40.712775,-74.005973,7.69,39.0,3.89,11.0,10.25,11.58,57.31,59.93,11.49,4.37
,,,,,2020-04-17,40.712775,-74.005973,5.62,48.58,0.0,10.56,9.78,11.87,51.88,64.41,17.61,19.45
,,,,,2020-04-18,40.712775,-74.005973,6.64,82.36,4.44,8.7,9.6,11.45,51.18,63.36,16.16,19.22
,,,,,2020-04-19,40.712775,-74.005973,9.08,51.79,1.0,17.22,9.46,11.0,57.36,58.65,14.0,2.2
,,,,,2020-04-20,40.712775,-74.005973,11.78,46.96,8.89,15.56,9.23,10.98,57.77,54.76,15.94,-5.5
,,,,,2020-04-21,40.712775,-74.005973,10.2,66.56,5.56,16.67,8.87,11.2,51.86,58.59,20.8,11.49
,,,,,2020-04-22,40.712775,-74.005973,6.25,37.42,1.11,11.67,8.54,10.99,54.27,60.6,22.29,10.45
,,,,,2020-04-23,40.712775,-74.005973,6.89,37.79,2.22,12.0,8.18,10.25,53.24,57.31,20.2,7.1
,,,,,2020-04-24,40.712775,-74.005973,7.35,85.29,5.0,10.0,8.07,9.78,53.07,51.88,17.48,-2.29
,,,,,2020-04-25,40.712775,-74.005973,10.68,70.42,4.0,18.0,8.31,9.6,58.31,51.18,13.44,-13.93
,,,,,2020-04-26,40.712775,-74.005973,9.08,75.74,7.22,12.22,8.89,9.46,56.6,57.36,6.03,1.32
,,,,,2020-04-27,40.712775,-74.005973,6.84,78.69,3.89,11.0,8.89,9.23,60.03,57.77,3.68,-3.91
,,,,,2020-04-28,40.712775,-74.005973,10.25,57.79,3.33,20.0,8.18,8.87,64.56,51.86,7.78,-24.49
,,,,,2020-04-29,40.712775,-74.005973,10.78,74.04,6.67,16.67,8.19,8.54,63.31,54.27,4.1,-16.66
,,,,,2020-04-30,40.712775,-74.005973,11.9,84.81,8.89,17.0,8.84,8.18,68.54,53.24,-8.07,-28.74
,,,,,2020-05-01,40.712775,-74.005973,13.85,88.7,10.56,19.44,9.55,8.07,75.25,53.07,-18.34,-41.79
,,,,,2020-05-02,40.712775,-74.005973,16.6,47.75,9.44,23.89,10.48,8.31,75.74,58.31,-26.11,-29.89
,,,,,2020-05-03,40.712775,-74.005973,18.88,55.46,11.67,27.22,11.33,8.89,72.5,56.6,-27.45,-28.09
,,,,,2020-05-04,40.712775,-74.005973,18.86,45.0,13.0,26.0,12.73,8.89,69.61,60.03,-43.19,-15.96
,,,,,2020-05-05,40.712775,-74.005973,11.8,39.54,6.67,18.0,14.45,8.18,64.79,64.56,-76.65,-0.36
,,,,,2020-05-06,40.712775,-74.005973,10.57,59.29,7.22,16.11,14.67,8.19,62.19,63.31,-79.12,1.77
,,,,,2020-05-07,40.712775,-74.005973,12.03,54.04,6.11,21.0,14.64,8.84,60.08,68.54,-65.61,12.34
,,,,,2020-05-08,40.712775,-74.005973,11.26,48.79,7.0,18.0,14.66,9.55,55.68,75.25,-53.51,26.01
,,,,,2020-05-09,40.712775,-74.005973,5.15,58.58,0.0,9.44,14.29,10.48,49.98,75.74,-36.35,34.01
,,,,,2020-05-10,40.712775,-74.005973,9.42,44.42,1.0,18.33,12.65,11.33,51.53,72.5,-11.65,28.92
,,,,,2020-05-11,40.712775,-74.005973,12.26,59.88,7.0,17.22,11.3,12.73,49.95,69.61,11.23,28.24
,,,,,2020-05-12,40.712775,-74.005973,10.31,44.58,5.0,16.11,10.36,14.45,52.08,64.79,28.3,19.62
,,,,,2020-05-13,40.712775,-74.005973,11.29,36.33,3.33,19.0,10.14,14.67,52.8,62.19,30.88,15.1
,,,,,2020-05-14,40.712775,-74.005973,13.29,49.38,5.0,19.44,10.25,14.64,49.52,60.08,29.99,17.58
,,,,,2020-05-15,40.712775,-74.005973,20.42,64.29,13.33,30.56,10.43,14.66,48.85,55.68,28.85,12.27
,,,,,2020-05-16,40.712775,-74.005973,21.88,57.04,17.1,28.33,11.73,14.29,51.07,49.98,17.91,-2.18
,,,,,2020-05-17,40.712775,-74.005973,16.0,58.54,11.49,22.22,14.12,12.65,50.85,51.53,-11.62,1.32
,,,,,2020-05-18,40.712775,-74.005973,15.34,61.62,11.11,22.22,15.06,11.3,52.86,49.95,-33.27,-5.83
,,,,,2020-05-19,40.712775,-74.005973,15.82,51.0,12.0,21.11,15.5,10.36,53.11,52.08,-49.61,-1.98
,,,,,2021-05-16,40.712775,-74.005973,18.64,41.83,11.67,26.0,14.43,14.46,50.28,63.18,0.21,20.42
,,,,,2020-01-01,-23.550520000000002,-46.633309000000004,25.67,66.21,19.0,33.89,,,,,,
,,,,,2020-01-02,-23.550520000000002,-46.633309000000004,22.89,81.4,19.96,29.0,,,,,,
,,,,,2020-01-03,-23.550520000000002,-46.633309000000004,21.02,83.88,18.89,26.11,,,,,,
,,,,,2020-01-04,-23.550520000000002,-46.633309000000004,21.22,79.76,18.0,27.22,,,,,,
,,,,,2020-01-05,-23.550520000000002,-46.633309000000004,21.13,84.15,18.0,26.11,,,,,,
,,,,,2020-01-06,-23.550520000000002,-46.633309000000004,23.32,76.36,17.87,30.56,,,,,,
,,,,,2020-01-07,-23.550520000000002,-46.633309000000004,26.33,66.75,20.0,34.0,,,,,,
,,,,,2020-01-08,-23.550520000000002,-46.633309000000004,24.27,80.08,20.0,31.0,23.08,,76.93,,,
,,,,,2020-01-09,-23.550520000000002,-46.633309000000004,24.38,81.5,20.56,30.56,22.88,,78.91,,,
,,,,,2020-01-10,-23.550520000000002,-46.633309000000004,25.95,74.92,21.0,31.11,23.1,,78.93,,,
,,,,,2020-01-11,-23.550520000000002,-46.633309000000004,26.6,70.83,21.0,35.0,23.8,,77.65,,,
,,,,,2020-01-12,-23.550520000000002,-46.633309000000004,24.37,84.64,21.26,28.0,24.57,,76.37,,,
,,,,,2020-01-13,-23.550520000000002,-46.633309000000004,22.13,82.28,19.65,26.11,25.03,,76.44,,,
,,,,,2020-01-14,-23.550520000000002,-46.633309000000004,22.02,77.38,18.0,29.0,24.86,,77.29,,,
,,,,,2020-01-15,-23.550520000000002,-46.633309000000004,24.51,71.58,18.43,31.67,24.25,23.08,78.8,76.93,-5.07,-2.43
,,,,,2020-01-16,-23.550520000000002,-46.633309000000004,25.83,77.38,21.0,37.0,24.28,22.88,77.59,78.91,-6.12,1.67
,,,,,2020-01-17,-23.550520000000002,-46.633309000000004,20.37,86.83,17.0,23.33,24.49,23.1,77.0,78.93,-6.02,2.45
,,,,,2020-01-18,-23.550520000000002,-46.633309000000004,19.82,81.71,16.86,25.0,23.69,23.8,78.7,77.65,0.46,-1.35
,,,,,2020-01-19,-23.550520000000002,-46.633309000000004,21.29,81.29,17.92,27.22,22.72,24.57,80.26,76.37,7.53,-5.09
,,,,,2020-01-20,-23.550520000000002,-46.633309000000004,21.73,77.33,18.54,27.22,22.28,25.03,79.78,76.44,10.99,-4.37
,,,,,2020-01-21,-23.550520000000002,-46.633309000000004,21.23,73.5,15.0,28.0,22.22,24.86,79.07,77.29,10.62,-2.3
,,,,,2020-01-22,-23.550520000000002,-46.633309000000004,21.05,77.96,16.82,27.22,22.11,24.25,78.52,78.8,8.82,0.36
,,,,,2020-01-23,-23.550520000000002,-46.633309000000004,19.92,84.62,17.55,24.0,21.62,24.28,79.43,77.59,10.96,-2.37
,,,,,2020-01-24,-23.550520000000002,-46.633309000000004,19.57,85.76,17.0,25.0,20.77,24.49,80.46,77.0,15.19,-4.49
,,,,,2020-01-25,-23.550520000000002,-46.633309000000004,20.84,77.33,16.0,27.78,20.66,23.69,80.31,78.7,12.79,-2.05
,,,,,2020-01-26,-23.550520000000002,-46.633309000000004,22.46,63.88,14.0,31.11,20.8,22.72,79.68,80.26,8.45,0.72
,,,,,2020-01-27,-23.550520000000002,-46.633309000000004,23.7,47.5,13.0,32.78,20.97,22.28,77.2,79.78,5.88,3.23
,,,,,2020-01-28,-23.550520000000002,-46.633309000000004,23.87,60.77,16.33,33.0,21.25,22.22,72.94,79.07,4.37,7.75
,,,,,2020-01-29,-23.550520000000002,-46.633309000000004,24.42,74.29,19.0,32.0,21.63,22.11,71.12,78.52,2.17,9.42
,,,,,2020-01-30,-23.550520000000002,-46.633309000000004,25.33,72.12,21.0,32.78,22.11,21.62,70.59,79.43,-2.27,11.13
,,,,,2020-01-31,-23.550520000000002,-46.633309000000004,24.86,74.79,21.0,34.0,22.88,20.77,68.81,80.46,-10.16,14.48
,,,,,2020-02-01,-23.550520000000002,-46.633309000000004,23.55,85.46,20.4,29.0,23.64,20.66,67.24,80.31,-14.42,16.27
,,,,,2020-02-02,-23.550520000000002,-46.633309000000004,22.59,85.12,19.73,28.0,24.03,20.8,68.4,79.68,-15.53,14.16
,,,,,2020-02-03,-23.550520000000002,-46.633309000000004,21.31,89.85,19.0,26.0,24.05,20.97,71.44,77.2,-14.69,7.46
,,,,,2020-02-04,-23.550520000000002,-46.633309000000004,21.54,85.74,18.89,27.22,23.7,21.25,77.49,72.94,-11.53,-6.24
,,,,,2020-02-05,-23.550520000000002,-46.633309000000004,23.1,82.82,20.27,30.0,23.37,21.63,81.05,71.12,-8.04,-13.96
,,,,,2020-02-06,-23.550520000000002,-46.633309000000004,22.95,84.17,19.59,29.44,23.18,22.11,82.27,70.59,-4.84,-16.55
,,,,,2020-02-07,-23.550520000000002,-46.633309000000004,23.41,76.5,19.66,30.56,22.84,22.88,83.99,68.81,0.17,-22.06
,,,,,2020-02-08,-23.550520000000002,-46.633309000000004,24.32,70.64,19.44,31.11,22.64,23.64,84.24,67.24,4.23,-25.28
,,,,,2020-02-09,-23.550520000000002,-46.633309000000004,24.23,71.81,20.0,32.22,22.75,24.03,82.12,68.4,5.33,-20.06
,,,,,2020-02-10,-23.550520000000002,-46.633309000000004,20.64,93.0,18.0,23.33,22.98,24.05,80.22,71.44,4.45,-12.29
,,,,,2020-02-11,-23.550520000000002,-46.633309000000004,18.6,86.38,16.0,24.0,22.88,23.7,80.67,77.49,3.46,-4.1
,,,,,2020-02-12,-23.550520000000002,-46.633309000000004,19.08,85.04,16.6,23.89,22.46,23.37,80.76,81.05,3.89,0.36
,,,,,2020-02-13,-23.550520000000002,-46.633309000000004,20.84,79.54,15.75,26.11,21.89,23.18,81.08,82.27,5.57,1.45
,,,,,2020-02-14,-23.550520000000002,-46.633309000000004,21.28,78.92,16.0,27.78,21.59,22.84,80.42,83.99,5.47,4.25
,,,,,2020-02-15,-23.550520000000002,-46.633309000000004,23.36,73.0,17.11,33.0,21.28,22.64,80.76,84.24,6.01,4.13
,,,,,2020-02-16,-23.550520000000002,-46.633309000000004,24.04,77.69,19.0,32.0,21.15,22.75,81.1,82.12,7.03,1.24
,,,,,2020-02-17,-23.550520000000002,-46.633309000000004,24.64,76.88,19.64,31.67,21.12,22.98,81.94,80.22,8.09,-2.14
,,,,,2020-02-18,-23.550520000000002,-46.633309000000004,25.82,75.5,20.0,32.78,21.69,22.88,79.64,80.67,5.2,1.28
,,,,,2020-02-19,-23.550520000000002,-46.633309000000004,25.29,76.42,21.0,32.0,22.72,22.46,78.08,80.76,-1.16,3.32
,,,,,2020-02-20,-23.550520000000002,-46.633309000000004,24.93,77.08,20.57,32.0,23.61,21.89,76.85,81.08,-7.86,5.22
,,,,,2020-02-21,-23.550520000000002,-46.633309000000004,22.27,85.11,19.98,26.0,24.19,21.59,76.5,80.42,-12.04,4.87
,,,,,2020-02-22,-23.550520000000002,-46.633309000000004,19.42,85.46,16.3,22.0,24.34,21.28,77.38,80.76,-14.38,4.19
,,,,,2020-02-23,-23.550520000000002,-46.633309000000004,18.69,79.25,14.81,25.0,23.77,21.15,79.16,81.1,-12.39,2.39
,,,,,2020-02-24,-23.550520000000002,-46.633309000000004,20.79,79.77,16.66,27.0,23.01,21.12,79.39,81.94,-8.95,3.11
,,,,,2020-02-25,-23.550520000000002,-46.633309000000004,22.91,82.04,18.72,29.31,22.46,21.69,79.8,79.64,-3.55,-0.2
,,,,,2020-02-26,-23.550520000000002,-46.633309000000004,22.55,88.28,20.0,30.0,22.04,22.72,80.73,78.08,2.99,-3.39
,,,,,2020-02-27,-23.550520000000002,-46.633309000000004,18.64,87.36,15.92,23.33,21.65,23.61,82.43,76.85,8.3,-7.26
,,,,,2020-02-28,-23.550520000000002,-46.633309000000004,18.57,82.39,15.69,26.0,20.75,24.19,83.9,76.5,14.22,-9.67
,,,,,2020-02-29,-23.550520000000002,-46.633309000000004,20.47,85.96,16.92,25.56,20.22,24.34,83.51,77.38,16.93,-7.92
,,,,,2020-03-01,-23.550520000000002,-46.633309000000004,19.5,85.5,16.68,24.0,20.37,23.77,83.58,79.16,14.3,-5.58
,,,,,2020-03-02,-23.550520000000002,-46.633309000000004,19.61,85.81,17.0,26.0,20.49,23.01,84.47,79.39,10.95,-6.4
,,,,,2020-03-03,-23.550520000000002,-46.633309000000004,19.17,85.53,16.57,24.44,20.32,22.46,85.33,79.8,9.53,-6.93
,,,,,2020-03-04,-23.550520000000002,-46.633309000000004,19.61,79.08,15.29,26.11,19.79,22.04,85.83,80.73,10.21,-6.32
,,,,,2020-03-05,-23.550520000000002,-46.633309000000004,19.74,75.79,13.98,26.11,19.37,21.65,84.52,82.43,10.53,-2.54
,,,,,2020-03-06,-23.550520000000002,-46.633309000000004,19.97,69.75,14.0,27.22,19.52,20.75,82.87,83.9,5.93,1.23
,,,,,2020-03-07,-23.550520000000002,-46.633309000000004,19.99,72.12,14.0,27.22,19.72,20.22,81.06,83.51,2.47,2.93
,,,,,2020-03-08,-23.550520000000002,-46.633309000000004,20.08,83.69,14.72,27.22,19.66,20.37,79.08,83.58,3.49,5.38
,,,,,2020-03-09,-23.550520000000002,-46.633309000000004,21.9,75.79,16.79,28.0,19.74,20.49,78.82,84.47,3.66,6.69
,,,,,2020-03-10,-23.550520000000002,-46.633309000000004,22.66,72.5,16.09,30.0,20.07,20.32,77.39,85.33,1.23,9.31
,,,,,2020-03-11,-23.550520000000002,-46.633309000000004,22.58,74.29,16.56,29.0,20.56,19.79,75.53,85.83,-3.89,12.0
,,,,,2020-03-12,-23.550520000000002,-46.633309000000004,22.61,71.46,17.48,30.0,20.99,19.37,74.85,84.52,-8.36,11.44
,,,,,2020-03-13,-23.550520000000002,-46.633309000000004,22.58,72.92,17.0,31.0,21.4,19.52,74.23,82.87,-9.63,10.43
,,,,,2020-03-14,-23.550520000000002,-46.633309000000004,23.65,70.92,17.96,31.11,21.77,19.72,74.68,81.06,-10.4,7.87
,,,,,2020-03-15,-23.550520000000002,-46.633309000000004,24.69,68.88,18.63,32.0,22.29,19.66,74.51,79.08,-13.38,5.78
,,,,,2020-03-16,-23.550520000000002,-46.633309000000004,25.03,65.33,20.0,31.11,22.95,19.74,72.39,78.82,-16.26,8.16
,,,,,2020-03-17,-23.550520000000002,-46.633309000000004,23.35,73.12,19.89,30.0,23.4,20.07,70.9,77.39,-16.59,8.39
,,,,,2020-03-18,-23.550520000000002,-46.633309000000004,23.56,73.72,19.0,32.0,23.5,20.56,70.99,75.53,-14.3,6.01
,,,,,2020-03-19,-23.550520000000002,-46.633309000000004,24.5,76.75,20.67,30.56,23.64,20.99,70.91,74.85,-12.63,5.26
,,,,,2020-03-20,-23.550520000000002,-46.633309000000004,23.37,77.12,20.0,28.0,23.91,21.4,71.66,74.23,-11.73,3.46
,,,,,2020-03-21,-23.550520000000002,-46.633309000000004,20.91,78.42,18.45,27.22,24.02,21.77,72.26,74.68,-10.34,3.24
,,,,,2020-03-22,-23.550520000000002,-46.633309000000004,20.75,72.71,15.8,28.0,23.63,22.29,73.33,74.51,-6.01,1.58
,,,,,2020-03-23,-23.550520000000002,-46.633309000000004,20.67,67.25,14.81,28.0,23.07,22.95,73.88,72.39,-0.52,-2.06
,,,,,2020-03-24,-23.550520000000002,-46.633309000000004,20.03,71.58,14.0,27.22,22.44,23.4,74.16,70.9,4.1,-4.6
,,,,,2020-03-25,-23.550520000000002,-46.633309000000004,20.02,70.92,14.86,27.22,21.97,23.5,73.94,70.99,6.51,-4.16
,,,,,2020-03-26,-23.550520000000002,-46.633309000000004,19.68,68.67,12.0,27.0,21.46,23.64,73.54,70.91,9.22,-3.71
,,,,,2020-03-27,-23.550520000000002,-46.633309000000004,20.33,68.17,13.48,28.0,20.78,23.91,72.38,71.66,13.09,-1.0
,,,,,2020-03-28,-23.550520000000002,-46.633309000000004,21.92,72.96,15.61,29.0,20.34,24.02,71.1,72.26,15.32,1.61
,,,,,2020-03-29,-23.550520000000002,-46.633309000000004,22.58,76.5,18.0,28.33,20.49,23.63,70.32,73.33,13.29,4.1
,,,,,2020-03-30,-23.550520000000002,-46.633309000000004,22.1,75.54,18.0,28.33,20.75,23.07,70.86,73.88,10.06,4.09
,,,,,2020-03-31,-23.550520000000002,-46.633309000000004,21.62,76.83,17.24,28.0,20.95,22.44,72.05,74.16,6.64,2.85
,,,,,2020-04-01,-23.550520000000002,-46.633309000000004,21.62,75.96,16.0,28.0,21.18,21.97,72.8,73.94,3.6,1.54
,,,,,2020-04-02,-23.550520000000002,-46.633309000000004,23.92,70.54,18.0,31.11,21.41,21.46,73.52,73.54,0.23,0.03
,,,,,2020-04-03,-23.550520000000002,-46.633309000000004,23.45,66.5,18.3,28.0,22.01,20.78,73.79,72.38,-5.92,-1.95
,,,,,2020-04-04,-23.550520000000002,-46.633309000000004,19.98,67.0,13.14,27.0,22.46,20.34,73.55,71.1,-10.42,-3.45
,,,,,2020-04-05,-23.550520000000002,-46.633309000000004,20.33,70.92,13.76,28.89,22.18,20.49,72.7,70.32,-8.25,-3.38
,,,,,2020-04-06,-23.550520000000002,-46.633309000000004,22.43,68.92,14.92,31.0,21.86,20.75,71.9,70.86,-5.35,-1.47
,,,,,2020-04-07,-23.550520000000002,-46.633309000000004,21.2,78.75,18.0,26.11,21.91,20.95,70.95,72.05,-4.58,1.53
,,,,,2020-04-08,-23.550520000000002,-46.633309000000004,18.4,84.52,15.56,23.0,21.85,21.18,71.23,72.8,-3.16,2.16
,,,,,2020-04-09,-23.550520000000002,-46.633309000000004,17.76,69.58,11.0,25.0,21.39,21.41,72.45,73.52,0.09,1.46
,,,,,2020-04-10,-23.550520000000002,-46.633309000000004,17.95,69.92,12.43,25.0,20.51,22.01,72.31,73.79,6.82,2.01
,,,,,2020-04-11,-23.550520000000002,-46.633309000000004,18.25,73.04,13.86,23.89,19.72,22.46,72.8,73.55,12.2,1.02
,,,,,2020-04-12,-23.550520000000002,-46.633309000000004,18.82,72.08,14.01,26.11,19.47,22.18,73.66,72.7,12.22,-1.32
,,,,,2020-04-13,-23.550520000000002,-46.633309000000004,18.96,72.67,12.07,26.11,19.26,21.86,73.83,71.9,11.89,-2.68
,,,,,2020-04-14,-23.550520000000002,-46.633309000000004,19.79,77.54,15.43,26.67,18.76,21.91,74.37,70.95,14.38,-4.82
,,,,,2020-04-15,-23.550520000000002,-46.633309000000004,20.71,69.62,16.0,26.0,18.56,21.85,74.19,71.23,15.06,-4.16
,,,,,2020-04-16,-23.550520000000002,-46.633309000000004,20.0,73.42,13.12,27.0,18.89,21.39,72.06,72.45,11.69,0.54
,,,,,2020-04-17,-23.550520000000002,-46.633309000000004,18.13,78.38,13.0,25.0,19.21,20.51,72.61,72.31,6.34,-0.41
,,,,,2020-04-18,-23.550520000000002,-46.633309000000004,18.0,78.04,12.89,24.0,19.24,19.72,73.82,72.8,2.43,-1.4
,,,,,2020-04-19,-23.550520000000002,-46.633309000000004,18.87,73.96,13.74,26.11,19.2,19.47,74.54,73.66,1.39,-1.19
,,,,,2020-04-20,-23.550520000000002,-46.633309000000004,19.18,73.88,13.0,26.0,19.21,19.26,74.8,73.83,0.26,-1.31
,,,,,2020-04-21,-23.550520000000002,-46.633309000000004,19.17,74.29,12.89,26.11,19.24,18.76,74.98,74.37,-2.56,-0.82
,,,,,2020-04-22,-23.550520000000002,-46.633309000000004,18.86,76.0,13.0,25.0,19.15,18.56,74.51,74.19,-3.18,-0.43
,,,,,2020-04-23,-23.550520000000002,-46.633309000000004,19.26,75.96,13.33,25.27,18.89,18.89,75.42,72.06,0.0,-4.66
,,,,,2020-04-24,-23.550520000000002,-46.633309000000004,20.31,74.08,14.26,27.22,18.78,19.21,75.79,72.61,2.24,-4.38
,,,,,2020-04-25,-23.550520000000002,-46.633309000000004,21.17,67.29,15.54,28.33,19.09,19.24,75.17,73.82,0.78,-1.83
,,,,,2020-04-26,-23.550520000000002,-46.633309000000004,20.89,58.62,13.0,28.0,19.55,19.2,73.64,74.54,-1.82,1.21
,,,,,2020-04-27,-23.550520000000002,-46.633309000000004,19.53,73.33,13.79,27.22,19.83,19.21,71.45,74.8,-3.23,4.48
,,,,,2020-04-28,-23.550520000000002,-46.633309000000004,20.0,67.25,13.92,27.22,19.88,19.24,71.37,74.98,-3.33,4.81
,,,,,2020-04-29,-23.550520000000002,-46.633309000000004,20.1,65.21,14.0,27.0,20.0,19.15,70.36,74.51,-4.44,5.57
,,,,,2020-04-30,-23.550520000000002,-46.633309000000004,20.64,62.46,13.0,31.11,20.18,18.89,68.82,75.42,-6.83,8.75
,,,,,2020-05-01,-23.550520000000002,-46.633309000000004,20.29,70.24,13.0,28.0,20.38,18.78,66.89,75.79,-8.52,11.74
,,,,,2020-05-02,-23.550520000000002,-46.633309000000004,20.26,75.58,15.78,28.0,20.37,19.09,66.34,75.17,-6.71,11.75
,,,,,2020-05-03,-23.550520000000002,-46.633309000000004,17.45,70.08,13.48,24.0,20.24,19.55,67.53,73.64,-3.53,8.3
,,,,,2020-05-04,-23.550520000000002,-46.633309000000004,17.3,71.75,10.89,25.0,19.75,19.83,69.16,71.45,0.4,3.21
,,,,,2020-05-05,-23.550520000000002,-46.633309000000004,19.02,65.83,11.0,27.22,19.43,19.88,68.94,71.37,2.26,3.4
,,,,,2020-05-06,-23.550520000000002,-46.633309000000004,19.8,60.79,14.0,27.22,19.29,20.0,68.74,70.36,3.55,2.3
,,,,,2020-05-07,-23.550520000000002,-46.633309000000004,14.6,85.21,12.28,19.0,19.25,20.18,68.1,68.82,4.61,1.05
,,,,,2020-05-08,-23.550520000000002,-46.633309000000004,15.21,78.75,11.0,21.11,18.39,20.38,71.35,66.89,9.76,-6.67
,,,,,2020-05-09,-23.550520000000002,-46.633309000000004,16.8,70.12,10.64,25.0,17.66,20.37,72.57,66.34,13.3,-9.39
,,,,,2020-05-10,-23.550520000000002,-46.633309000000004,17.19,68.5,9.86,26.0,17.17,20.24,71.79,67.53,15.17,-6.31
,,,,,2020-05-11,-23.550520000000002,-46.633309000000004,18.03,59.25,10.0,26.0,17.13,19.75,71.56,69.16,13.27,-3.47
,,,,,2020-05-12,-23.550520000000002,-46.633309000000004,18.86,61.21,9.0,29.0,17.24,19.43,69.78,68.94,11.27,-1.22
,,,,,2020-05-13,-23.550520000000002,-46.633309000000004,19.18,61.42,11.0,28.0,17.21,19.29,69.12,68.74,10.78,-0.55
,,,,,2020-05-14,-23.550520000000002,-46.633309000000004,18.67,73.79,15.56,22.22,17.12,19.25,69.21,68.1,11.06,-1.63
,,,,,2020-05-15,-23.550520000000002,-46.633309000000004,15.8,85.33,13.73,21.11,17.71,18.39,67.58,71.35,3.7,5.28
,,,,,2020-05-16,-23.550520000000002,-46.633309000000004,17.66,73.04,13.41,24.0,17.79,17.66,68.52,72.57,-0.74,5.58
,,,,,2020-05-17,-23.550520000000002,-46.633309000000004,16.73,74.72,10.31,25.56,17.91,17.17,68.93,71.79,-4.31,3.98
,,,,,2020-05-18,-23.550520000000002,-46.633309000000004,16.7,78.54,10.0,25.0,17.85,17.13,69.82,71.56,-4.2,2.43
,,,,,2020-05-19,-23.550520000000002,-46.633309000000004,18.19,76.12,11.66,25.0,17.66,17.24,72.58,69.78,-2.44,-4.01
,,,,,2021-05-16,-23.550520000000002,-46.633309000000004,17.97,75.67,11.46,24.44,17.45,19.08,75.74,71.91,8.54,-5.33
